BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
-1	root
35.2	not assigned.unknown	gi|351599089|gb|JP453593.1|	  TSA: Cannabis sativa PK00805.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619002|gb|JP473303.1|	  TSA: Cannabis sativa PK00098.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602310|gb|JP456735.1|	  TSA: Cannabis sativa PK05087.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351628486|gb|JP481369.1|	  TSA: Cannabis sativa PK10196.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601024|gb|JP455479.1|	  TSA: Cannabis sativa PK19685.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351627290|gb|JP480173.1|	  TSA: Cannabis sativa PK09323.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351627823|gb|JP480706.1|	  TSA: Cannabis sativa PK12578.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618236|gb|JP472537.1|	  TSA: Cannabis sativa PK27105.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603374|gb|JP457732.1|	  TSA: Cannabis sativa PK04801.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624167|gb|JP478468.1|	  TSA: Cannabis sativa PK12713.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624998|gb|JP479299.1|	  TSA: Cannabis sativa PK16727.10_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622855|gb|JP477156.1|	  TSA: Cannabis sativa PK12649.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351597885|gb|JP452422.1|	  TSA: Cannabis sativa PK29577.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609053|gb|JP463354.1|	  TSA: Cannabis sativa PK20916.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351596282|gb|JP450839.1|	  TSA: Cannabis sativa PK10219.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603421|gb|JP457779.1|	  TSA: Cannabis sativa PK05622.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621935|gb|JP476236.1|	  TSA: Cannabis sativa PK07248.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614812|gb|JP469113.1|	  TSA: Cannabis sativa PK15210.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351596158|gb|JP450716.1|	  TSA: Cannabis sativa PK27676.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613371|gb|JP467672.1|	  TSA: Cannabis sativa PK22306.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610456|gb|JP464757.1|	  TSA: Cannabis sativa PK08011.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601180|gb|JP455632.1|	  TSA: Cannabis sativa PK06752.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614763|gb|JP469064.1|	  TSA: Cannabis sativa PK19515.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613233|gb|JP467534.1|	  TSA: Cannabis sativa PK18187.5_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611975|gb|JP466276.1|	  TSA: Cannabis sativa PK06756.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617207|gb|JP471508.1|	  TSA: Cannabis sativa PK09140.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351627690|gb|JP480573.1|	  TSA: Cannabis sativa PK09952.6_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612512|gb|JP466813.1|	  TSA: Cannabis sativa PK21646.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615401|gb|JP469702.1|	  TSA: Cannabis sativa PK00848.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605951|gb|JP460290.1|	  TSA: Cannabis sativa PK03491.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620409|gb|JP474710.1|	  TSA: Cannabis sativa PK12818.13_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604332|gb|JP458684.1|	  TSA: Cannabis sativa PK03759.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619248|gb|JP473549.1|	  TSA: Cannabis sativa PK01313.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591042|gb|JP449499.1|	  TSA: Cannabis sativa PK11191.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351597839|gb|JP452377.1|	  TSA: Cannabis sativa PK13429.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351627373|gb|JP480256.1|	  TSA: Cannabis sativa PK12383.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618957|gb|JP473258.1|	  TSA: Cannabis sativa PK08852.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598525|gb|JP453042.1|	  TSA: Cannabis sativa PK23480.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598882|gb|JP453390.1|	  TSA: Cannabis sativa PK15944.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617056|gb|JP471357.1|	  TSA: Cannabis sativa PK08173.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611589|gb|JP465890.1|	  TSA: Cannabis sativa PK12838.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611369|gb|JP465670.1|	  TSA: Cannabis sativa PK04231.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610513|gb|JP464814.1|	  TSA: Cannabis sativa PK13750.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608418|gb|JP462725.1|	  TSA: Cannabis sativa PK28244.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613861|gb|JP468162.1|	  TSA: Cannabis sativa PK00884.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619044|gb|JP473345.1|	  TSA: Cannabis sativa PK02976.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609791|gb|JP464092.1|	  TSA: Cannabis sativa PK11194.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611072|gb|JP465373.1|	  TSA: Cannabis sativa PK02616.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615072|gb|JP469373.1|	  TSA: Cannabis sativa PK15344.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624508|gb|JP478809.1|	  TSA: Cannabis sativa PK02129.4_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351596798|gb|JP451352.1|	  TSA: Cannabis sativa PK11080.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615569|gb|JP469870.1|	  TSA: Cannabis sativa PK10028.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613996|gb|JP468297.1|	  TSA: Cannabis sativa PK23925.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609376|gb|JP463677.1|	  TSA: Cannabis sativa PK03246.4_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601525|gb|JP455968.1|	  TSA: Cannabis sativa PK12818.28_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607375|gb|JP461697.1|	  TSA: Cannabis sativa PK10777.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611734|gb|JP466035.1|	  TSA: Cannabis sativa PK25274.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351597292|gb|JP451840.1|	  TSA: Cannabis sativa PK16759.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601013|gb|JP455469.1|	  TSA: Cannabis sativa PK17888.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615816|gb|JP470117.1|	  TSA: Cannabis sativa PK22639.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612130|gb|JP466431.1|	  TSA: Cannabis sativa PK13967.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591090|gb|JP449546.1|	  TSA: Cannabis sativa PK17513.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351627425|gb|JP480308.1|	  TSA: Cannabis sativa PK06736.4_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609992|gb|JP464293.1|	  TSA: Cannabis sativa PK29062.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598824|gb|JP453334.1|	  TSA: Cannabis sativa PK13411.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610737|gb|JP465038.1|	  TSA: Cannabis sativa PK19163.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611240|gb|JP465541.1|	  TSA: Cannabis sativa PK16647.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606365|gb|JP460693.1|	  TSA: Cannabis sativa PK09355.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618952|gb|JP473253.1|	  TSA: Cannabis sativa PK08376.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607692|gb|JP462011.1|	  TSA: Cannabis sativa PK22017.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610354|gb|JP464655.1|	  TSA: Cannabis sativa PK10981.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601250|gb|JP455700.1|	  TSA: Cannabis sativa PK05898.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600618|gb|JP455082.1|	  TSA: Cannabis sativa PK06117.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604789|gb|JP459138.1|	  TSA: Cannabis sativa PK09414.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600612|gb|JP455076.1|	  TSA: Cannabis sativa PK10320.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600163|gb|JP454637.1|	  TSA: Cannabis sativa PK02902.5_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609423|gb|JP463724.1|	  TSA: Cannabis sativa PK07293.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623826|gb|JP478127.1|	  TSA: Cannabis sativa PK26368.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621860|gb|JP476161.1|	  TSA: Cannabis sativa PK23106.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605093|gb|JP459440.1|	  TSA: Cannabis sativa PK15095.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612021|gb|JP466322.1|	  TSA: Cannabis sativa PK25353.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609581|gb|JP463882.1|	  TSA: Cannabis sativa PK19336.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619454|gb|JP473755.1|	  TSA: Cannabis sativa PK12465.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351595944|gb|JP450504.1|	  TSA: Cannabis sativa PK29437.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603606|gb|JP457962.1|	  TSA: Cannabis sativa PK03969.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351628286|gb|JP481169.1|	  TSA: Cannabis sativa PK04820.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617898|gb|JP472199.1|	  TSA: Cannabis sativa PK03928.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607260|gb|JP461582.1|	  TSA: Cannabis sativa PK25852.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351628958|gb|JP481841.1|	  TSA: Cannabis sativa PK04424.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604911|gb|JP459259.1|	  TSA: Cannabis sativa PK18388.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612733|gb|JP467034.1|	  TSA: Cannabis sativa PK20900.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604734|gb|JP459083.1|	  TSA: Cannabis sativa PK14202.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623443|gb|JP477744.1|	  TSA: Cannabis sativa PK12703.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601050|gb|JP455504.1|	  TSA: Cannabis sativa PK00526.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616347|gb|JP470648.1|	  TSA: Cannabis sativa PK09514.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623760|gb|JP478061.1|	  TSA: Cannabis sativa PK05422.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616029|gb|JP470330.1|	  TSA: Cannabis sativa PK02819.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621873|gb|JP476174.1|	  TSA: Cannabis sativa PK15957.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616292|gb|JP470593.1|	  TSA: Cannabis sativa PK11735.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615415|gb|JP469716.1|	  TSA: Cannabis sativa PK01331.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618588|gb|JP472889.1|	  TSA: Cannabis sativa PK00973.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618374|gb|JP472675.1|	  TSA: Cannabis sativa PK12125.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623342|gb|JP477643.1|	  TSA: Cannabis sativa PK20774.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351597601|gb|JP452144.1|	  TSA: Cannabis sativa PK04475.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608316|gb|JP462624.1|	  TSA: Cannabis sativa PK15195.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615458|gb|JP469759.1|	  TSA: Cannabis sativa PK17670.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623235|gb|JP477536.1|	  TSA: Cannabis sativa PK27029.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591137|gb|JP449593.1|	  TSA: Cannabis sativa PK06503.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608076|gb|JP462387.1|	  TSA: Cannabis sativa PK15962.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614661|gb|JP468962.1|	  TSA: Cannabis sativa PK25574.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612012|gb|JP466313.1|	  TSA: Cannabis sativa PK11526.4_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610765|gb|JP465066.1|	  TSA: Cannabis sativa PK17427.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607066|gb|JP461390.1|	  TSA: Cannabis sativa PK11929.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600432|gb|JP454900.1|	  TSA: Cannabis sativa PK19208.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610709|gb|JP465010.1|	  TSA: Cannabis sativa PK19565.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609840|gb|JP464141.1|	  TSA: Cannabis sativa PK05673.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351590698|gb|JP449157.1|	  TSA: Cannabis sativa PK24207.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622008|gb|JP476309.1|	  TSA: Cannabis sativa PK12579.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611612|gb|JP465913.1|	  TSA: Cannabis sativa PK04181.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591313|gb|JP449761.1|	  TSA: Cannabis sativa PK08128.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615114|gb|JP469415.1|	  TSA: Cannabis sativa PK16462.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618476|gb|JP472777.1|	  TSA: Cannabis sativa PK18263.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601135|gb|JP455587.1|	  TSA: Cannabis sativa PK22530.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618128|gb|JP472429.1|	  TSA: Cannabis sativa PK05772.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612135|gb|JP466436.1|	  TSA: Cannabis sativa PK10722.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616930|gb|JP471231.1|	  TSA: Cannabis sativa PK13867.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620848|gb|JP475149.1|	  TSA: Cannabis sativa PK22859.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351595868|gb|JP450428.1|	  TSA: Cannabis sativa PK19696.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622658|gb|JP476959.1|	  TSA: Cannabis sativa PK09137.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620661|gb|JP474962.1|	  TSA: Cannabis sativa PK12138.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605520|gb|JP459864.1|	  TSA: Cannabis sativa PK27691.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351590871|gb|JP449329.1|	  TSA: Cannabis sativa PK05815.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605133|gb|JP459480.1|	  TSA: Cannabis sativa PK09437.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613050|gb|JP467351.1|	  TSA: Cannabis sativa PK21260.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600812|gb|JP455273.1|	  TSA: Cannabis sativa PK07249.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606666|gb|JP460992.1|	  TSA: Cannabis sativa PK07359.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351628591|gb|JP481474.1|	  TSA: Cannabis sativa PK16655.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618218|gb|JP472519.1|	  TSA: Cannabis sativa PK24905.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614260|gb|JP468561.1|	  TSA: Cannabis sativa PK19433.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619023|gb|JP473324.1|	  TSA: Cannabis sativa PK02869.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613535|gb|JP467836.1|	  TSA: Cannabis sativa PK02902.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608195|gb|JP462505.1|	  TSA: Cannabis sativa PK00301.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619065|gb|JP473366.1|	  TSA: Cannabis sativa PK05512.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607951|gb|JP462263.1|	  TSA: Cannabis sativa PK19680.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623273|gb|JP477574.1|	  TSA: Cannabis sativa PK10956.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604966|gb|JP459314.1|	  TSA: Cannabis sativa PK17155.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351625243|gb|JP479544.1|	  TSA: Cannabis sativa PK10153.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617507|gb|JP471808.1|	  TSA: Cannabis sativa PK26016.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598008|gb|JP452542.1|	  TSA: Cannabis sativa PK06433.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608834|gb|JP463137.1|	  TSA: Cannabis sativa PK17187.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623181|gb|JP477482.1|	  TSA: Cannabis sativa PK05457.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614938|gb|JP469239.1|	  TSA: Cannabis sativa PK13861.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609380|gb|JP463681.1|	  TSA: Cannabis sativa PK18582.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623832|gb|JP478133.1|	  TSA: Cannabis sativa PK13045.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600392|gb|JP454860.1|	  TSA: Cannabis sativa PK09920.3_2.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609224|gb|JP463525.1|	  TSA: Cannabis sativa PK15201.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608946|gb|JP463247.1|	  TSA: Cannabis sativa PK09004.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611164|gb|JP465465.1|	  TSA: Cannabis sativa PK25475.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618281|gb|JP472582.1|	  TSA: Cannabis sativa PK12818.22_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612240|gb|JP466541.1|	  TSA: Cannabis sativa PK00687.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609218|gb|JP463519.1|	  TSA: Cannabis sativa PK16366.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613412|gb|JP467713.1|	  TSA: Cannabis sativa PK13591.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598536|gb|JP453053.1|	  TSA: Cannabis sativa PK02978.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604692|gb|JP459042.1|	  TSA: Cannabis sativa PK29325.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603714|gb|JP458070.1|	  TSA: Cannabis sativa PK10165.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623146|gb|JP477447.1|	  TSA: Cannabis sativa PK08300.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616218|gb|JP470519.1|	  TSA: Cannabis sativa PK20231.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611442|gb|JP465743.1|	  TSA: Cannabis sativa PK17225.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614129|gb|JP468430.1|	  TSA: Cannabis sativa PK24077.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613257|gb|JP467558.1|	  TSA: Cannabis sativa PK16910.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612692|gb|JP466993.1|	  TSA: Cannabis sativa PK02276.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603577|gb|JP457934.1|	  TSA: Cannabis sativa PK00275.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620875|gb|JP475176.1|	  TSA: Cannabis sativa PK00680.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602270|gb|JP456696.1|	  TSA: Cannabis sativa PK02027.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606654|gb|JP460980.1|	  TSA: Cannabis sativa PK27947.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603053|gb|JP457413.1|	  TSA: Cannabis sativa PK15710.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622362|gb|JP476663.1|	  TSA: Cannabis sativa PK27390.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351597728|gb|JP452269.1|	  TSA: Cannabis sativa PK16291.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351596646|gb|JP451202.1|	  TSA: Cannabis sativa PK16585.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616259|gb|JP470560.1|	  TSA: Cannabis sativa PK14063.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612040|gb|JP466341.1|	  TSA: Cannabis sativa PK11197.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611362|gb|JP465663.1|	  TSA: Cannabis sativa PK25325.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624367|gb|JP478668.1|	  TSA: Cannabis sativa PK00961.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612073|gb|JP466374.1|	  TSA: Cannabis sativa PK09143.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603589|gb|JP457946.1|	  TSA: Cannabis sativa PK03492.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606218|gb|JP460548.1|	  TSA: Cannabis sativa PK15935.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605193|gb|JP459540.1|	  TSA: Cannabis sativa PK00448.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591321|gb|JP449769.1|	  TSA: Cannabis sativa PK20515.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611814|gb|JP466115.1|	  TSA: Cannabis sativa PK13494.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610921|gb|JP465222.1|	  TSA: Cannabis sativa PK25573.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610611|gb|JP464912.1|	  TSA: Cannabis sativa PK25252.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620009|gb|JP474310.1|	  TSA: Cannabis sativa PK07760.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610411|gb|JP464712.1|	  TSA: Cannabis sativa PK04400.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612170|gb|JP466471.1|	  TSA: Cannabis sativa PK03393.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606988|gb|JP461312.1|	  TSA: Cannabis sativa PK14948.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606024|gb|JP460361.1|	  TSA: Cannabis sativa PK17697.1_1.CasaPuKu mRNA sequence	T
